comment_id,post_id,from_id,from_name,created_time,message,like_count
131_18,131,user_81,Utilisateur_12,2024-12-03 10:35:14,Courage à toutes les familles,11
133_1,133,user_94,Utilisateur_85,2024-12-17 00:23:14,Merci pour l'information,37
133_2,133,user_90,Utilisateur_40,2024-12-17 01:27:14,Des photos de la zone impactée ?,13
133_3,133,user_41,Utilisateur_20,2024-12-17 00:55:14,Attention aux fausses informations,97
133_4,133,user_6,Utilisateur_50,2024-12-17 01:23:14,Où se trouve ce point d'eau ?,63
133_5,133,user_42,Utilisateur_56,2024-12-17 01:25:14,Attention aux fausses informations,98
133_6,133,user_18,Utilisateur_33,2024-12-17 00:58:14,On est tous avec vous !,39
133_7,133,user_23,Utilisateur_26,2024-12-17 00:45:14,On est tous avec vous !,74
133_8,133,user_55,Utilisateur_47,2024-12-17 01:15:14,On a besoin d'aide ici aussi !,67
133_9,133,user_83,Utilisateur_82,2024-12-17 01:00:14,Des nouvelles sur la situation ?,29
133_10,133,user_58,Utilisateur_54,2024-12-17 00:49:14,On est tous avec vous !,28
133_11,133,user_45,Utilisateur_38,2024-12-17 00:19:14,Courage à toutes les familles,76
133_12,133,user_49,Utilisateur_19,2024-12-17 00:03:14,On a besoin d'aide ici aussi !,46
133_13,133,user_51,Utilisateur_88,2024-12-17 01:14:14,On est tous avec vous !,35
133_14,133,user_27,Utilisateur_9,2024-12-17 00:33:14,Des photos de la zone impactée ?,36
133_15,133,user_18,Utilisateur_56,2024-12-17 00:29:14,Où se trouve ce point d'eau ?,88
134_1,134,user_46,Utilisateur_66,2024-11-19 22:56:14,Où se trouve ce point d'eau ?,47
134_2,134,user_100,Utilisateur_50,2024-11-20 00:27:14,Où se trouve ce point d'eau ?,0
134_3,134,user_84,Utilisateur_78,2024-11-19 23:03:14,Des nouvelles sur la situation ?,22
134_4,134,user_2,Utilisateur_82,2024-11-19 23:35:14,Attention aux fausses informations,16
134_5,134,user_65,Utilisateur_16,2024-11-20 00:11:14,Où se trouve ce point d'eau ?,21
134_6,134,user_17,Utilisateur_33,2024-11-19 23:28:14,Merci pour l'information,77
134_7,134,user_61,Utilisateur_53,2024-11-19 23:03:14,Où se trouve ce point d'eau ?,55
134_8,134,user_36,Utilisateur_8,2024-11-20 00:25:14,Merci pour l'information,83
134_9,134,user_87,Utilisateur_91,2024-11-20 00:04:14,Où se trouve ce point d'eau ?,80
134_10,134,user_83,Utilisateur_30,2024-11-19 23:49:14,Courage à toutes les familles,57
134_11,134,user_19,Utilisateur_62,2024-11-19 23:26:14,Merci pour votre soutien,16
134_12,134,user_1,Utilisateur_73,2024-11-19 23:37:14,Courage à toutes les familles,17
134_13,134,user_47,Utilisateur_87,2024-11-20 00:19:14,On a besoin d'aide ici aussi !,66
134_14,134,user_85,Utilisateur_84,2024-11-19 23:05:14,On a besoin d'aide ici aussi !,55
134_15,134,user_100,Utilisateur_59,2024-11-19 23:34:14,Merci pour l'information,41
134_16,134,user_76,Utilisateur_74,2024-11-19 23:12:14,On espère que tout va bien pour vous,7
135_1,135,user_38,Utilisateur_94,2024-12-01 09:12:14,Où se trouve ce point d'eau ?,26
135_2,135,user_19,Utilisateur_65,2024-12-01 10:55:14,Attention aux fausses informations,19
135_3,135,user_35,Utilisateur_62,2024-12-01 09:27:14,On a besoin d'aide ici aussi !,18
135_4,135,user_57,Utilisateur_75,2024-12-01 10:48:14,Des nouvelles sur la situation ?,27
136_1,136,user_6,Utilisateur_72,2024-11-22 03:26:14,Courage à toutes les familles,36
136_2,136,user_18,Utilisateur_27,2024-11-22 04:04:14,Où se trouve ce point d'eau ?,3
136_3,136,user_8,Utilisateur_90,2024-11-22 03:29:14,On espère que tout va bien pour vous,46
136_4,136,user_16,Utilisateur_75,2024-11-22 02:06:14,Attention aux fausses informations,87
136_5,136,user_62,Utilisateur_31,2024-11-22 02:07:14,On a besoin d'aide ici aussi !,16
136_6,136,user_78,Utilisateur_23,2024-11-22 02:15:14,Des nouvelles sur la situation ?,36
136_7,136,user_86,Utilisateur_98,2024-11-22 02:17:14,Des nouvelles sur la situation ?,49
136_8,136,user_12,Utilisateur_69,2024-11-22 02:43:14,On a besoin d'aide ici aussi !,98
136_9,136,user_15,Utilisateur_21,2024-11-22 03:36:14,Attention aux fausses informations,83
136_10,136,user_98,Utilisateur_12,2024-11-22 02:09:14,Merci pour l'information,83
136_11,136,user_93,Utilisateur_48,2024-11-22 02:48:14,Merci pour l'information,67
136_12,136,user_19,Utilisateur_16,2024-11-22 04:01:14,On est tous avec vous !,30
137_1,137,user_21,Utilisateur_88,2024-12-15 05:04:14,On a besoin d'aide ici aussi !,71
137_2,137,user_30,Utilisateur_24,2024-12-15 03:26:14,On espère que tout va bien pour vous,80
137_3,137,user_48,Utilisateur_21,2024-12-15 05:18:14,Merci pour votre soutien,10
138_1,138,user_80,Utilisateur_56,2024-11-25 15:19:14,Où se trouve ce point d'eau ?,40
138_2,138,user_19,Utilisateur_84,2024-11-25 14:20:14,Où se trouve ce point d'eau ?,47
138_3,138,user_43,Utilisateur_22,2024-11-25 15:13:14,Attention aux fausses informations,44
138_4,138,user_10,Utilisateur_52,2024-11-25 15:50:14,Des nouvelles sur la situation ?,75
138_5,138,user_60,Utilisateur_19,2024-11-25 14:59:14,Des photos de la zone impactée ?,70
138_6,138,user_18,Utilisateur_11,2024-11-25 15:56:14,Attention aux fausses informations,7
138_7,138,user_85,Utilisateur_59,2024-11-25 15:47:14,On espère que tout va bien pour vous,45
139_1,139,user_93,Utilisateur_69,2024-11-27 18:10:14,Des photos de la zone impactée ?,38
139_2,139,user_44,Utilisateur_89,2024-11-27 18:56:14,Des nouvelles sur la situation ?,17
139_3,139,user_27,Utilisateur_38,2024-11-27 19:27:14,Attention aux fausses informations,47
139_4,139,user_99,Utilisateur_46,2024-11-27 19:49:14,Merci pour l'information,73
139_5,139,user_31,Utilisateur_93,2024-11-27 19:11:14,Merci pour votre soutien,50
139_6,139,user_7,Utilisateur_24,2024-11-27 18:26:14,Merci pour l'information,59
139_7,139,user_54,Utilisateur_4,2024-11-27 19:27:14,Merci pour votre soutien,3
139_8,139,user_80,Utilisateur_35,2024-11-27 19:49:14,Des photos de la zone impactée ?,83
139_9,139,user_89,Utilisateur_79,2024-11-27 18:46:14,Des nouvelles sur la situation ?,92
139_10,139,user_35,Utilisateur_81,2024-11-27 18:33:14,Des photos de la zone impactée ?,22
140_1,140,user_17,Utilisateur_78,2024-12-10 05:43:14,Merci pour l'information,34
140_2,140,user_90,Utilisateur_96,2024-12-10 06:04:14,On est tous avec vous !,92
140_3,140,user_74,Utilisateur_26,2024-12-10 06:19:14,Courage à toutes les familles,31
140_4,140,user_96,Utilisateur_32,2024-12-10 05:54:14,Des nouvelles sur la situation ?,54
140_5,140,user_1,Utilisateur_75,2024-12-10 05:49:14,Des photos de la zone impactée ?,38
140_6,140,user_60,Utilisateur_81,2024-12-10 05:56:14,Courage à toutes les familles,89
140_7,140,user_14,Utilisateur_43,2024-12-10 04:57:14,Merci pour l'information,84
140_8,140,user_17,Utilisateur_13,2024-12-10 06:10:14,On est tous avec vous !,59
140_9,140,user_96,Utilisateur_31,2024-12-10 05:42:14,Attention aux fausses informations,56
140_10,140,user_52,Utilisateur_13,2024-12-10 05:57:14,Merci pour votre soutien,30
141_1,141,user_73,Utilisateur_81,2024-12-04 19:26:14,Merci pour l'information,82
141_2,141,user_29,Utilisateur_27,2024-12-04 20:30:14,Courage à toutes les familles,69
141_3,141,user_35,Utilisateur_96,2024-12-04 20:03:14,Attention aux fausses informations,20
141_4,141,user_25,Utilisateur_98,2024-12-04 19:40:14,Merci pour l'information,64
141_5,141,user_9,Utilisateur_18,2024-12-04 20:05:14,Courage à toutes les familles,54
141_6,141,user_71,Utilisateur_19,2024-12-04 20:31:14,On espère que tout va bien pour vous,92
141_7,141,user_84,Utilisateur_41,2024-12-04 19:45:14,On espère que tout va bien pour vous,7
141_8,141,user_27,Utilisateur_32,2024-12-04 18:53:14,Des photos de la zone impactée ?,39
141_9,141,user_29,Utilisateur_45,2024-12-04 20:23:14,Où se trouve ce point d'eau ?,93
141_10,141,user_92,Utilisateur_57,2024-12-04 19:00:14,On est tous avec vous !,9
141_11,141,user_60,Utilisateur_77,2024-12-04 19:01:14,Attention aux fausses informations,98
142_1,142,user_34,Utilisateur_70,2024-12-17 23:57:14,Où se trouve ce point d'eau ?,39
142_2,142,user_10,Utilisateur_86,2024-12-18 00:46:14,On est tous avec vous !,19
142_3,142,user_18,Utilisateur_32,2024-12-18 00:03:14,Où se trouve ce point d'eau ?,71
142_4,142,user_35,Utilisateur_40,2024-12-18 00:52:14,Où se trouve ce point d'eau ?,76
142_5,142,user_64,Utilisateur_32,2024-12-18 00:47:14,Où se trouve ce point d'eau ?,12
142_6,142,user_58,Utilisateur_74,2024-12-18 01:37:14,Merci pour l'information,57
142_7,142,user_88,Utilisateur_39,2024-12-18 00:22:14,Attention aux fausses informations,3
142_8,142,user_81,Utilisateur_35,2024-12-18 01:20:14,On est tous avec vous !,64
142_9,142,user_32,Utilisateur_73,2024-12-18 01:10:14,Merci pour votre soutien,83
142_10,142,user_5,Utilisateur_20,2024-12-18 01:10:14,Des nouvelles sur la situation ?,77
142_11,142,user_3,Utilisateur_24,2024-12-18 00:09:14,Merci pour votre soutien,14
142_12,142,user_81,Utilisateur_30,2024-12-18 01:04:14,Attention aux fausses informations,2
142_13,142,user_49,Utilisateur_28,2024-12-18 00:08:14,Merci pour votre soutien,89
142_14,142,user_64,Utilisateur_63,2024-12-18 00:59:14,On espère que tout va bien pour vous,14
142_15,142,user_59,Utilisateur_8,2024-12-18 01:25:14,Où se trouve ce point d'eau ?,14
142_16,142,user_71,Utilisateur_32,2024-12-18 01:40:14,On espère que tout va bien pour vous,31
142_17,142,user_77,Utilisateur_11,2024-12-18 00:10:14,Où se trouve ce point d'eau ?,58
143_1,143,user_84,Utilisateur_55,2024-12-05 23:01:14,On a besoin d'aide ici aussi !,19
143_2,143,user_53,Utilisateur_92,2024-12-06 00:55:14,Des photos de la zone impactée ?,68
143_3,143,user_85,Utilisateur_85,2024-12-06 00:18:14,On espère que tout va bien pour vous,27
143_4,143,user_50,Utilisateur_72,2024-12-06 00:50:14,On est tous avec vous !,32
143_5,143,user_41,Utilisateur_75,2024-12-05 23:57:14,Des photos de la zone impactée ?,71
143_6,143,user_26,Utilisateur_12,2024-12-06 00:52:14,On a besoin d'aide ici aussi !,93
143_7,143,user_13,Utilisateur_86,2024-12-05 23:08:14,Courage à toutes les familles,15
143_8,143,user_68,Utilisateur_16,2024-12-05 23:28:14,Merci pour l'information,50
143_9,143,user_81,Utilisateur_79,2024-12-06 00:17:14,Merci pour votre soutien,26
144_1,144,user_10,Utilisateur_31,2024-12-16 03:23:14,Merci pour votre soutien,88
144_2,144,user_37,Utilisateur_80,2024-12-16 03:25:14,On espère que tout va bien pour vous,18
144_3,144,user_59,Utilisateur_20,2024-12-16 03:37:14,Attention aux fausses informations,74
144_4,144,user_17,Utilisateur_4,2024-12-16 04:40:14,Merci pour l'information,70
144_5,144,user_92,Utilisateur_18,2024-12-16 03:28:14,On espère que tout va bien pour vous,80
144_6,144,user_86,Utilisateur_37,2024-12-16 04:04:14,Où se trouve ce point d'eau ?,21
144_7,144,user_2,Utilisateur_49,2024-12-16 03:24:14,Merci pour l'information,98
144_8,144,user_94,Utilisateur_16,2024-12-16 03:34:14,Merci pour votre soutien,81
144_9,144,user_7,Utilisateur_93,2024-12-16 04:38:14,On espère que tout va bien pour vous,98
144_10,144,user_15,Utilisateur_97,2024-12-16 04:50:14,Merci pour votre soutien,0
144_11,144,user_35,Utilisateur_13,2024-12-16 03:28:14,Merci pour votre soutien,15
144_12,144,user_10,Utilisateur_37,2024-12-16 03:22:14,Des nouvelles sur la situation ?,96
144_13,144,user_76,Utilisateur_92,2024-12-16 03:15:14,Merci pour l'information,65
144_14,144,user_58,Utilisateur_11,2024-12-16 03:14:14,Courage à toutes les familles,87
144_15,144,user_65,Utilisateur_72,2024-12-16 03:32:14,Où se trouve ce point d'eau ?,22
144_16,144,user_83,Utilisateur_1,2024-12-16 03:10:14,On est tous avec vous !,80
144_17,144,user_10,Utilisateur_30,2024-12-16 03:54:14,On est tous avec vous !,79
144_18,144,user_11,Utilisateur_14,2024-12-16 04:47:14,Courage à toutes les familles,16
144_19,144,user_35,Utilisateur_92,2024-12-16 04:41:14,On est tous avec vous !,43
144_20,144,user_43,Utilisateur_8,2024-12-16 02:51:14,Merci pour l'information,30
145_1,145,user_59,Utilisateur_54,2024-11-24 12:04:14,On a besoin d'aide ici aussi !,6
146_1,146,user_6,Utilisateur_94,2024-11-29 23:20:14,On est tous avec vous !,91
146_2,146,user_43,Utilisateur_34,2024-11-29 21:36:14,Merci pour l'information,92
146_3,146,user_89,Utilisateur_76,2024-11-29 21:35:14,Merci pour votre soutien,24
146_4,146,user_47,Utilisateur_23,2024-11-29 23:26:14,Merci pour votre soutien,13
146_5,146,user_58,Utilisateur_25,2024-11-29 21:49:14,Où se trouve ce point d'eau ?,13
146_6,146,user_67,Utilisateur_66,2024-11-29 22:45:14,Des photos de la zone impactée ?,77
146_7,146,user_39,Utilisateur_20,2024-11-29 22:09:14,Où se trouve ce point d'eau ?,90
146_8,146,user_46,Utilisateur_84,2024-11-29 22:27:14,Attention aux fausses informations,92
146_9,146,user_81,Utilisateur_95,2024-11-29 22:59:14,Des nouvelles sur la situation ?,31
146_10,146,user_11,Utilisateur_24,2024-11-29 21:52:14,Merci pour votre soutien,19
146_11,146,user_23,Utilisateur_12,2024-11-29 22:42:14,Courage à toutes les familles,31
146_12,146,user_44,Utilisateur_21,2024-11-29 22:17:14,Courage à toutes les familles,92
146_13,146,user_61,Utilisateur_79,2024-11-29 22:22:14,On espère que tout va bien pour vous,21
146_14,146,user_26,Utilisateur_100,2024-11-29 23:10:14,Où se trouve ce point d'eau ?,5
146_15,146,user_57,Utilisateur_85,2024-11-29 21:59:14,Courage à toutes les familles,20
147_1,147,user_18,Utilisateur_26,2024-12-14 11:37:14,Merci pour l'information,33
147_2,147,user_88,Utilisateur_89,2024-12-14 11:05:14,Attention aux fausses informations,47
147_3,147,user_6,Utilisateur_95,2024-12-14 10:30:14,Merci pour l'information,94
147_4,147,user_92,Utilisateur_22,2024-12-14 10:40:14,Merci pour votre soutien,20
147_5,147,user_10,Utilisateur_95,2024-12-14 09:55:14,On espère que tout va bien pour vous,92
147_6,147,user_98,Utilisateur_50,2024-12-14 11:38:14,On espère que tout va bien pour vous,19
147_7,147,user_45,Utilisateur_10,2024-12-14 10:56:14,Merci pour votre soutien,13
147_8,147,user_39,Utilisateur_76,2024-12-14 11:36:14,On a besoin d'aide ici aussi !,61
147_9,147,user_67,Utilisateur_100,2024-12-14 10:53:14,On a besoin d'aide ici aussi !,94
147_10,147,user_53,Utilisateur_88,2024-12-14 10:00:14,Où se trouve ce point d'eau ?,52
147_11,147,user_66,Utilisateur_4,2024-12-14 11:37:14,Merci pour l'information,62
147_12,147,user_3,Utilisateur_10,2024-12-14 10:42:14,Attention aux fausses informations,82
147_13,147,user_70,Utilisateur_62,2024-12-14 10:28:14,Des photos de la zone impactée ?,54
147_14,147,user_99,Utilisateur_73,2024-12-14 10:27:14,Merci pour votre soutien,59
147_15,147,user_44,Utilisateur_41,2024-12-14 09:55:14,On espère que tout va bien pour vous,70
148_1,148,user_98,Utilisateur_99,2024-11-29 22:12:14,Des nouvelles sur la situation ?,8
148_2,148,user_55,Utilisateur_84,2024-11-29 20:46:14,Courage à toutes les familles,44
148_3,148,user_81,Utilisateur_45,2024-11-29 21:48:14,Attention aux fausses informations,47
148_4,148,user_96,Utilisateur_35,2024-11-29 22:12:14,Des nouvelles sur la situation ?,39
148_5,148,user_100,Utilisateur_79,2024-11-29 22:14:14,Des photos de la zone impactée ?,53
148_6,148,user_53,Utilisateur_83,2024-11-29 21:36:14,Où se trouve ce point d'eau ?,58
148_7,148,user_67,Utilisateur_34,2024-11-29 21:25:14,On a besoin d'aide ici aussi !,80
148_8,148,user_19,Utilisateur_87,2024-11-29 22:07:14,Courage à toutes les familles,43
148_9,148,user_17,Utilisateur_50,2024-11-29 21:02:14,Attention aux fausses informations,14
148_10,148,user_95,Utilisateur_46,2024-11-29 20:24:14,Merci pour l'information,3
148_11,148,user_5,Utilisateur_95,2024-11-29 21:34:14,On est tous avec vous !,41
148_12,148,user_5,Utilisateur_85,2024-11-29 20:29:14,Merci pour l'information,6
148_13,148,user_34,Utilisateur_27,2024-11-29 22:06:14,Des photos de la zone impactée ?,43
148_14,148,user_71,Utilisateur_27,2024-11-29 21:52:14,Des nouvelles sur la situation ?,27
148_15,148,user_64,Utilisateur_35,2024-11-29 21:24:14,Merci pour votre soutien,17
148_16,148,user_56,Utilisateur_78,2024-11-29 21:01:14,Attention aux fausses informations,19
148_17,148,user_100,Utilisateur_21,2024-11-29 22:03:14,On espère que tout va bien pour vous,4
148_18,148,user_66,Utilisateur_20,2024-11-29 22:06:14,Merci pour votre soutien,11
148_19,148,user_61,Utilisateur_82,2024-11-29 22:08:14,Attention aux fausses informations,42
149_1,149,user_72,Utilisateur_64,2024-12-17 15:20:14,On a besoin d'aide ici aussi !,2
149_2,149,user_7,Utilisateur_84,2024-12-17 15:40:14,Des photos de la zone impactée ?,43
150_1,150,user_99,Utilisateur_60,2024-12-12 03:37:14,Merci pour l'information,81
150_2,150,user_55,Utilisateur_85,2024-12-12 04:18:14,Où se trouve ce point d'eau ?,25
150_3,150,user_21,Utilisateur_86,2024-12-12 04:18:14,On espère que tout va bien pour vous,85
150_4,150,user_16,Utilisateur_30,2024-12-12 03:45:14,On a besoin d'aide ici aussi !,85
150_5,150,user_81,Utilisateur_33,2024-12-12 03:55:14,On espère que tout va bien pour vous,32
150_6,150,user_87,Utilisateur_88,2024-12-12 03:10:14,Merci pour votre soutien,70
150_7,150,user_42,Utilisateur_53,2024-12-12 04:32:14,Attention aux fausses informations,23
150_8,150,user_67,Utilisateur_49,2024-12-12 03:44:14,Où se trouve ce point d'eau ?,19
150_9,150,user_100,Utilisateur_38,2024-12-12 04:08:14,Merci pour l'information,95
150_10,150,user_53,Utilisateur_32,2024-12-12 03:03:14,Merci pour l'information,39
150_11,150,user_33,Utilisateur_49,2024-12-12 03:46:14,On a besoin d'aide ici aussi !,43
150_12,150,user_63,Utilisateur_92,2024-12-12 04:39:14,Des nouvelles sur la situation ?,31
150_13,150,user_95,Utilisateur_38,2024-12-12 03:51:14,Courage à toutes les familles,72
150_14,150,user_21,Utilisateur_42,2024-12-12 03:55:14,On espère que tout va bien pour vous,47
150_15,150,user_75,Utilisateur_93,2024-12-12 04:28:14,Des photos de la zone impactée ?,70
150_16,150,user_10,Utilisateur_67,2024-12-12 04:17:14,Merci pour votre soutien,35
150_17,150,user_22,Utilisateur_68,2024-12-12 03:46:14,Des photos de la zone impactée ?,94
150_18,150,user_72,Utilisateur_17,2024-12-12 04:25:14,On est tous avec vous !,21
151_1,151,user_25,Utilisateur_54,2024-11-27 08:22:14,Attention aux fausses informations,43
151_2,151,user_41,Utilisateur_85,2024-11-27 08:53:14,On a besoin d'aide ici aussi !,44
151_3,151,user_27,Utilisateur_49,2024-11-27 09:10:14,Attention aux fausses informations,96
152_1,152,user_56,Utilisateur_85,2024-12-16 04:06:14,Des nouvelles sur la situation ?,24
152_2,152,user_23,Utilisateur_34,2024-12-16 03:02:14,On espère que tout va bien pour vous,61
152_3,152,user_44,Utilisateur_22,2024-12-16 04:15:14,On a besoin d'aide ici aussi !,55
152_4,152,user_45,Utilisateur_82,2024-12-16 02:56:14,Courage à toutes les familles,70
152_5,152,user_2,Utilisateur_68,2024-12-16 03:29:14,Des photos de la zone impactée ?,29
152_6,152,user_45,Utilisateur_34,2024-12-16 03:32:14,On a besoin d'aide ici aussi !,6
152_7,152,user_9,Utilisateur_85,2024-12-16 03:08:14,On est tous avec vous !,58
152_8,152,user_21,Utilisateur_47,2024-12-16 02:59:14,On espère que tout va bien pour vous,20
152_9,152,user_3,Utilisateur_22,2024-12-16 04:29:14,Courage à toutes les familles,98
152_10,152,user_87,Utilisateur_47,2024-12-16 03:59:14,Des photos de la zone impactée ?,18
152_11,152,user_92,Utilisateur_47,2024-12-16 02:55:14,Merci pour votre soutien,66
152_12,152,user_15,Utilisateur_3,2024-12-16 03:44:14,On a besoin d'aide ici aussi !,8
152_13,152,user_70,Utilisateur_55,2024-12-16 03:58:14,Attention aux fausses informations,4
153_1,153,user_32,Utilisateur_9,2024-12-03 21:01:14,Des nouvelles sur la situation ?,61
153_2,153,user_51,Utilisateur_74,2024-12-03 21:33:14,Merci pour l'information,91
153_3,153,user_10,Utilisateur_87,2024-12-03 22:44:14,On a besoin d'aide ici aussi !,63
153_4,153,user_50,Utilisateur_54,2024-12-03 22:22:14,Merci pour l'information,7
153_5,153,user_82,Utilisateur_50,2024-12-03 22:09:14,Courage à toutes les familles,38
153_6,153,user_85,Utilisateur_91,2024-12-03 22:18:14,Où se trouve ce point d'eau ?,20
153_7,153,user_39,Utilisateur_98,2024-12-03 21:22:14,Courage à toutes les familles,86
153_8,153,user_65,Utilisateur_89,2024-12-03 21:53:14,Où se trouve ce point d'eau ?,24
153_9,153,user_16,Utilisateur_27,2024-12-03 21:39:14,Attention aux fausses informations,48
153_10,153,user_87,Utilisateur_91,2024-12-03 22:10:14,Courage à toutes les familles,1
153_11,153,user_58,Utilisateur_72,2024-12-03 21:42:14,Merci pour votre soutien,23
153_12,153,user_1,Utilisateur_25,2024-12-03 22:03:14,On est tous avec vous !,20
153_13,153,user_51,Utilisateur_17,2024-12-03 21:41:14,Des nouvelles sur la situation ?,91
154_1,154,user_6,Utilisateur_29,2024-11-21 03:13:14,Courage à toutes les familles,86
154_2,154,user_63,Utilisateur_72,2024-11-21 03:55:14,Des photos de la zone impactée ?,47
154_3,154,user_9,Utilisateur_92,2024-11-21 03:42:14,Courage à toutes les familles,92
154_4,154,user_38,Utilisateur_14,2024-11-21 03:08:14,On espère que tout va bien pour vous,90
154_5,154,user_73,Utilisateur_71,2024-11-21 03:29:14,Des photos de la zone impactée ?,100
154_6,154,user_50,Utilisateur_58,2024-11-21 02:52:14,Attention aux fausses informations,37
154_7,154,user_40,Utilisateur_10,2024-11-21 04:37:14,Des photos de la zone impactée ?,99
154_8,154,user_89,Utilisateur_93,2024-11-21 03:59:14,Merci pour votre soutien,7
154_9,154,user_26,Utilisateur_3,2024-11-21 04:09:14,Des nouvelles sur la situation ?,14
154_10,154,user_57,Utilisateur_35,2024-11-21 03:23:14,Courage à toutes les familles,15
154_11,154,user_5,Utilisateur_2,2024-11-21 02:49:14,Des photos de la zone impactée ?,10
154_12,154,user_52,Utilisateur_55,2024-11-21 04:21:14,On espère que tout va bien pour vous,26
154_13,154,user_83,Utilisateur_78,2024-11-21 02:58:14,Merci pour votre soutien,42
154_14,154,user_55,Utilisateur_64,2024-11-21 04:42:14,On espère que tout va bien pour vous,38
155_1,155,user_52,Utilisateur_73,2024-12-06 04:17:14,Des photos de la zone impactée ?,28
155_2,155,user_56,Utilisateur_33,2024-12-06 05:20:14,Merci pour votre soutien,74
156_1,156,user_31,Utilisateur_65,2024-11-19 16:38:14,On est tous avec vous !,67
156_2,156,user_33,Utilisateur_1,2024-11-19 16:19:14,Des photos de la zone impactée ?,35
156_3,156,user_14,Utilisateur_87,2024-11-19 16:25:14,On a besoin d'aide ici aussi !,21
156_4,156,user_96,Utilisateur_30,2024-11-19 15:57:14,On espère que tout va bien pour vous,8
156_5,156,user_80,Utilisateur_76,2024-11-19 15:58:14,Courage à toutes les familles,7
156_6,156,user_17,Utilisateur_62,2024-11-19 17:38:14,Merci pour l'information,100
156_7,156,user_19,Utilisateur_32,2024-11-19 16:43:14,Attention aux fausses informations,70
156_8,156,user_40,Utilisateur_8,2024-11-19 15:59:14,Où se trouve ce point d'eau ?,93
156_9,156,user_51,Utilisateur_21,2024-11-19 17:38:14,Merci pour l'information,66
156_10,156,user_6,Utilisateur_89,2024-11-19 16:02:14,Merci pour votre soutien,69
156_11,156,user_21,Utilisateur_54,2024-11-19 16:29:14,Merci pour votre soutien,47
156_12,156,user_41,Utilisateur_82,2024-11-19 15:59:14,Où se trouve ce point d'eau ?,34
156_13,156,user_95,Utilisateur_15,2024-11-19 17:30:14,Où se trouve ce point d'eau ?,9
156_14,156,user_16,Utilisateur_62,2024-11-19 17:15:14,Attention aux fausses informations,85
156_15,156,user_43,Utilisateur_93,2024-11-19 17:37:14,On espère que tout va bien pour vous,68
157_1,157,user_67,Utilisateur_44,2024-11-19 18:36:14,Merci pour l'information,68
157_2,157,user_68,Utilisateur_19,2024-11-19 18:16:14,Merci pour l'information,89
157_3,157,user_60,Utilisateur_66,2024-11-19 18:36:14,Attention aux fausses informations,67
157_4,157,user_60,Utilisateur_81,2024-11-19 19:42:14,Des photos de la zone impactée ?,97
158_1,158,user_46,Utilisateur_48,2024-11-27 12:03:14,Attention aux fausses informations,39
158_2,158,user_50,Utilisateur_46,2024-11-27 10:25:14,Où se trouve ce point d'eau ?,57
158_3,158,user_100,Utilisateur_39,2024-11-27 10:10:14,On est tous avec vous !,23
158_4,158,user_62,Utilisateur_77,2024-11-27 11:02:14,Des photos de la zone impactée ?,29
159_1,159,user_10,Utilisateur_69,2024-12-12 09:03:14,Où se trouve ce point d'eau ?,16
159_2,159,user_11,Utilisateur_49,2024-12-12 09:20:14,On a besoin d'aide ici aussi !,15
159_3,159,user_7,Utilisateur_25,2024-12-12 08:20:14,On est tous avec vous !,86
159_4,159,user_68,Utilisateur_15,2024-12-12 09:05:14,Merci pour votre soutien,46
159_5,159,user_74,Utilisateur_67,2024-12-12 08:36:14,Merci pour votre soutien,100
159_6,159,user_100,Utilisateur_69,2024-12-12 08:24:14,Où se trouve ce point d'eau ?,54
159_7,159,user_32,Utilisateur_95,2024-12-12 10:00:14,Merci pour votre soutien,79
159_8,159,user_33,Utilisateur_21,2024-12-12 08:50:14,Merci pour votre soutien,85
159_9,159,user_17,Utilisateur_95,2024-12-12 10:02:14,Merci pour l'information,23
159_10,159,user_56,Utilisateur_19,2024-12-12 09:39:14,Des nouvelles sur la situation ?,46
159_11,159,user_16,Utilisateur_17,2024-12-12 08:43:14,Où se trouve ce point d'eau ?,90
160_1,160,user_98,Utilisateur_84,2024-11-24 15:08:14,On est tous avec vous !,79
160_2,160,user_96,Utilisateur_78,2024-11-24 16:17:14,Des photos de la zone impactée ?,78
160_3,160,user_32,Utilisateur_68,2024-11-24 16:53:14,Merci pour l'information,87
160_4,160,user_20,Utilisateur_24,2024-11-24 16:14:14,Où se trouve ce point d'eau ?,73
160_5,160,user_45,Utilisateur_68,2024-11-24 16:29:14,Courage à toutes les familles,2
160_6,160,user_40,Utilisateur_62,2024-11-24 15:06:14,Des photos de la zone impactée ?,81
160_7,160,user_55,Utilisateur_14,2024-11-24 16:56:14,Merci pour votre soutien,39
160_8,160,user_87,Utilisateur_92,2024-11-24 15:44:14,Merci pour l'information,92
160_9,160,user_24,Utilisateur_53,2024-11-24 16:26:14,Des photos de la zone impactée ?,16
160_10,160,user_63,Utilisateur_81,2024-11-24 16:50:14,Où se trouve ce point d'eau ?,60
160_11,160,user_30,Utilisateur_39,2024-11-24 16:48:14,Attention aux fausses informations,6
160_12,160,user_21,Utilisateur_81,2024-11-24 16:26:14,Attention aux fausses informations,65
160_13,160,user_94,Utilisateur_49,2024-11-24 15:32:14,Merci pour votre soutien,63
160_14,160,user_2,Utilisateur_7,2024-11-24 15:42:14,On espère que tout va bien pour vous,86
160_15,160,user_7,Utilisateur_87,2024-11-24 16:33:14,On espère que tout va bien pour vous,39
